OBJECTID,AQS_Site_ID,FIPS,County,monitor_id,POC,State,City,CBSA,Local_Site_Name,Address,Datum,Latitude,Longitude,LatLon_Accuracy_meters,Elevation_meters_MSL,Monitor_Start_Date,Last_Sample_Date,Active,Measurement_Scale,Measurement_Scale_Definition,Sample_Duration,Sample_Collection_Frequency,Sample_Collection_Method,Sample_Analysis_Method,Method_Reference_ID,FRMFEM,Monitor_Type,Reporting_Agency,Parameter_Name
456,18-123-0009,18123,IN-Perry,181230009,1,Indiana,,,Leopold- Perry Central HS,19856 OLD ST RD 37/PERRY CENTRAL HS/ LEOPOLD,NAD83,38.11515189,-86.60325024,5,201,4/1/04,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
457,18-127-0024,18127,IN-Porter,181270024,1,Indiana,Ogden Dunes (Wickliffe),"Chicago-Naperville-Elgin, IL-IN-WI",Ogden Dunes- Water Treatment Plant,84 DIANA RD/ WATER TREATMENT PLANT,NAD83,41.6175,-87.199167,3,183,11/1/83,8/31/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
458,18-127-0026,18127,IN-Porter,181270026,1,Indiana,,"Chicago-Naperville-Elgin, IL-IN-WI",VALPARAISO,1000 WESLEY ST./ VALPARAISO WATER DEPT.,NAD83,41.51211759,-87.03623606,3,215,4/1/98,8/31/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
459,18-129-0003,18129,IN-Posey,181290003,1,Indiana,,"Evansville, IN-KY",ST. PHILLIPS- St. Phillips road CAAP trailer,"2027 S. ST. PHILLIPS RD., Evansville",NAD83,38.0064104,-87.71835352,3,137,7/1/96,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
460,18-141-0010,18141,IN-St. Joseph,181410010,1,Indiana,,"South Bend-Mishawaka, IN-MI",Potato Creek State Park,"25601 STATE RD. 4, North Liberty/ POTATO CREEK STATE PARK",NAD83,41.551667,-86.370556,5,201,4/24/91,8/31/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
461,18-141-0015,18141,IN-St. Joseph,181410015,1,Indiana,South Bend,"South Bend-Mishawaka, IN-MI",South Bend-Shields Dr.,2335 SHIELDS DR/ SOUTH BEND CAAP 2,NAD83,41.69666041,-86.214722,5,181,6/1/06,8/31/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
462,18-141-0016,18141,IN-St. Joseph,181410016,1,Indiana,Granger,"South Bend-Mishawaka, IN-MI",Granger-Beckley St.,"Granger- Beckley St.  12441 Beckley. St., Granger",NAD83,41.754722,-86.11,10,215.8,4/1/12,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
463,18-145-0001,18145,IN-Shelby,181450001,1,Indiana,,"Indianapolis-Carmel-Anderson, IN","TRITON Middle SCHOOL, NORTH OF FAIRLAND","4740  W. 600 N, FAIRLAND",NAD83,39.61336656,-85.8706688,5,210,4/1/00,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
464,18-163-0013,18163,IN-Vanderburgh,181630013,1,Indiana,,"Evansville, IN-KY",Inglefield/ Scott School,14940 OLD STATE ROAD/ SCOTT ELEMENTARY,NAD83,38.113889,-87.536667,10,157,5/1/80,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
465,18-163-0021,18163,IN-Vanderburgh,181630021,1,Indiana,Evansville,"Evansville, IN-KY",Evansville- Buena Vista,Evansville-Buena Vista-1110 W. Buena Vista Rd.,NAD83,38.013333,-87.577222,10,116,7/8/09,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
466,18-167-0018,18167,IN-Vigo,181670018,1,Indiana,Terre Haute,"Terre Haute, IN",TERRE HAUTE CAAP/ McLean High School,Terre Haute- Lafayette Ave.   961 N. LAFAYETTE AVE.,NAD83,39.485987,-87.401312,10,140,7/1/83,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
467,18-167-0024,18167,IN-Vigo,181670024,1,Indiana,,"Terre Haute, IN",Sandcut/  SITE LOCATED BY HOME BEHIND SHED.,7597 N. STEVENSON RD/ SANDCUT,NAD83,39.55852491,-87.31288295,5,173,4/1/01,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
468,18-169-9991,18169,IN-Wabash,181699991,1,Indiana,,"Wabash, IN",Salamonie Reservoir,"Hamilton Rd, Lagro, IN 46941",NAD83,40.816038,-85.661408,7,250,6/1/11,8/31/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,EPA,USEPA - Clean Air Markets Division,Ozone
469,18-173-0008,18173,IN-Warrick,181730008,1,Indiana,Boonville,"Evansville, IN-KY",Boonville-  Boonville HS,300 N. 1ST ST./ BOONVILLE HIGH SCHOOL,NAD83,38.051667,-87.278056,5,94.2,4/16/91,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
470,18-173-0011,18173,IN-Warrick,181730011,1,Indiana,,"Evansville, IN-KY",Dayville,"DAYVILLE- 3488 EBLE RD, Newburgh",NAD83,37.954444,-87.321667,5,94,4/20/05,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
608,26-005-0003,26005,MI-Allegan,260050003,1,Michigan,Holland,"Holland, MI",Holland,966 W. 32ND (HOLLAND),WGS84,42.76778555,-86.14857722,0,194,8/25/92,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
609,26-019-0003,26019,MI-Benzie,260190003,1,Michigan,Benzonia,"Traverse City, MI",FRANKFORT,1060 WEST ST (FRANKFORT),WGS84,44.61694309,-86.10940778,0,222,7/28/92,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
610,26-021-0014,26021,MI-Berrien,260210014,1,Michigan,Coloma,"Niles-Benton Harbor, MI",Coloma PAW PAW WWTP,4689 DEFIELD RD (COLOMA),WGS84,42.19778954,-86.30969398,0,198,8/3/92,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
611,26-027-0003,26027,MI-Cass,260270003,2,Michigan,Cassopolis,"South Bend-Mishawaka, IN-MI","Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",22721 DIAMOND COVE ST (CASSOPOLIS),WGS84,41.8955698,-86.00162873,3,270,5/16/91,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
612,26-037-0002,26037,MI-Clinton,260370002,1,Michigan,Lansing,"Lansing-East Lansing, MI",ROSELAKE2 9870 STOLL RD,9870 STOLL RD (ROSELAKE2),WGS84,42.79833938,-84.39379526,0.5,259,3/1/17,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
613,26-049-0021,26049,MI-Genesee,260490021,1,Michigan,Flint,"Flint, MI",WHALEY PK 3610 IOWA (FLINT),3610 IOWA (FLINT),WGS84,43.04722419,-83.67015909,0,220,6/16/92,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
614,26-049-2001,26049,MI-Genesee,260492001,1,Michigan,Otisville,"Flint, MI",OtisvilleLAKEVILLE MIDDLE SCHOOL,"LAKEVILLE MS, G11107 WASHBURN RD (OTISVILLE)",WGS84,43.16833627,-83.46154069,0,256,5/13/80,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
615,26-063-0007,26063,MI-Huron,260630007,1,Michigan,Harbor Beach,,RURAL THUMB AREA OZONE SITE,1172 S M25 SAND BEACH TWP (HARBOR BEACH),WGS84,43.83638793,-82.64289991,15.18,0,4/1/94,6/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",Ozone
