State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
New York,NY,np_oilgas,Nonpoint Oil and Gas,CO,1269.04,1225.21,1163.28,1110.08
North Dakota,ND,np_oilgas,Nonpoint Oil and Gas,CO,42771.57,54622.68,61682.54,67326.9
Ohio,OH,np_oilgas,Nonpoint Oil and Gas,CO,4058.75,5130.95,5468.6,5445.75
Oklahoma,OK,np_oilgas,Nonpoint Oil and Gas,CO,40751.53,35947.26,35959.04,37359.69
Oregon,OR,np_oilgas,Nonpoint Oil and Gas,CO,8.02,7.52,6.85,6.26
Pennsylvania,PA,np_oilgas,Nonpoint Oil and Gas,CO,71623.05,69095.07,66310.06,62359.97
South Dakota,SD,np_oilgas,Nonpoint Oil and Gas,CO,155.89,151.45,151.42,151.39
Tennessee,TN,np_oilgas,Nonpoint Oil and Gas,CO,1554.01,1322.2,1265.89,1217.36
Texas,TX,np_oilgas,Nonpoint Oil and Gas,CO,217149.54,222624.74,212748.63,213222.63
Utah,UT,np_oilgas,Nonpoint Oil and Gas,CO,12851.22,17737.83,18692.26,19825.77
Virginia,VA,np_oilgas,Nonpoint Oil and Gas,CO,5435.09,4690.83,4357.69,3749.96
West Virginia,WV,np_oilgas,Nonpoint Oil and Gas,CO,35708.19,34664.63,33484.24,31741.14
Wyoming,WY,np_oilgas,Nonpoint Oil and Gas,CO,686.98,675.59,694.35,713.43
Alabama,AL,onroad,Onroad Mobile,CO,379440.56,307713.11,233991.31,161965.77
Alaska,AK,onroad,Onroad Mobile,CO,50054.72,50054.72,50054.72,50054.72
Arizona,AZ,onroad,Onroad Mobile,CO,373977.7,305396.27,242280.01,166372.78
Arkansas,AR,onroad,Onroad Mobile,CO,183813.83,149995.27,118455.51,82369.81
California,CA,onroad,Onroad Mobile,CO,468905.22,375560.13,318667.66,276479.53
Colorado,CO,onroad,Onroad Mobile,CO,254232.75,213368.7,164288.23,113700.6
Connecticut,CT,onroad,Onroad Mobile,CO,106025.54,88834.92,70609.77,51808
Delaware,DE,onroad,Onroad Mobile,CO,36146.24,30303.74,23750.15,17256.42
District of Columbia,DC,onroad,Onroad Mobile,CO,14944.3,12826.58,9821.72,7043.05
Florida,FL,onroad,Onroad Mobile,CO,988594.03,811944.26,648348.23,437888.99
Georgia,GA,onroad,Onroad Mobile,CO,618148.86,492066.3,361193.66,255404.21
Hawaii,HI,onroad,Onroad Mobile,CO,54468.6,54468.6,54468.6,54468.6
Idaho,ID,onroad,Onroad Mobile,CO,98457.41,81549.86,63714.74,44691.85
Illinois,IL,onroad,Onroad Mobile,CO,440219.77,370794.18,290268.47,206781.91
Indiana,IN,onroad,Onroad Mobile,CO,410415.97,335363.42,257881.12,178831.36
Iowa,IA,onroad,Onroad Mobile,CO,172501.24,142371.7,107707.57,75396.09
Kansas,KS,onroad,Onroad Mobile,CO,172245.72,140332.15,106951.09,74518.67
Kentucky,KY,onroad,Onroad Mobile,CO,241520.53,198997.54,153532.7,106624.33
Louisiana,LA,onroad,Onroad Mobile,CO,253199.16,205524.45,159445.88,111137.72
Maine,ME,onroad,Onroad Mobile,CO,49177.11,43236.2,35424.75,26695.65
Maryland,MD,onroad,Onroad Mobile,CO,191172.55,157122.95,122825.42,88981.03
Massachusetts,MA,onroad,Onroad Mobile,CO,176139.05,154849.6,124585.83,92122.49
Michigan,MI,onroad,Onroad Mobile,CO,426679.78,357987.63,277141.02,192201.95
Minnesota,MN,onroad,Onroad Mobile,CO,280872.75,230608.04,180633.6,127440.78
Mississippi,MS,onroad,Onroad Mobile,CO,189932.44,155202.83,121099.71,81512.83
Missouri,MO,onroad,Onroad Mobile,CO,377625.9,311388.79,239450.29,169311.16
Montana,MT,onroad,Onroad Mobile,CO,96760.77,78316.09,58531.8,41183.65
Nebraska,NE,onroad,Onroad Mobile,CO,121027.38,98702.25,74365.98,51743.37
Nevada,NV,onroad,Onroad Mobile,CO,125154.84,102077.42,81571.45,56519.19
New Hampshire,NH,onroad,Onroad Mobile,CO,57349.53,47514.4,37165.54,26305.61
New Jersey,NJ,onroad,Onroad Mobile,CO,230461.16,189276.1,149208.02,107426.64
New Mexico,NM,onroad,Onroad Mobile,CO,135102.14,110503.99,86762.93,60503.4
New York,NY,onroad,Onroad Mobile,CO,331753.56,297607.82,247595.49,185848.2
North Carolina,NC,onroad,Onroad Mobile,CO,594007.63,464540.55,356989.62,249259.7
North Dakota,ND,onroad,Onroad Mobile,CO,50267.33,40413.81,31358.8,22683.36
Ohio,OH,onroad,Onroad Mobile,CO,520940.38,427759.08,326860.38,224678.51
Oklahoma,OK,onroad,Onroad Mobile,CO,236685.16,191756.39,147866.55,103241.86
Oregon,OR,onroad,Onroad Mobile,CO,224448.67,175413.01,127687.63,89587.14
Pennsylvania,PA,onroad,Onroad Mobile,CO,488622.97,384505.29,294276.36,212918.34
Rhode Island,RI,onroad,Onroad Mobile,CO,26561.92,22320.17,17493.43,12343.07
South Carolina,SC,onroad,Onroad Mobile,CO,305555.73,249802.21,194970.15,133217.1
South Dakota,SD,onroad,Onroad Mobile,CO,61160.68,48787.76,37646.03,26800.44
Tennessee,TN,onroad,Onroad Mobile,CO,392262.98,332156.71,259581.52,179286.87
Texas,TX,onroad,Onroad Mobile,CO,1145207.64,954200.17,748505.27,515632.31
Utah,UT,onroad,Onroad Mobile,CO,156616.94,131478.86,103278.27,72239.42
Vermont,VT,onroad,Onroad Mobile,CO,21104.96,18703.54,15373.75,11689.42
Virginia,VA,onroad,Onroad Mobile,CO,385209.02,318882.46,250372.4,169282.85
Washington,WA,onroad,Onroad Mobile,CO,304920.06,247013.58,187779.79,133244.98
West Virginia,WV,onroad,Onroad Mobile,CO,73731.03,60002.69,46616.67,32842.6
Wisconsin,WI,onroad,Onroad Mobile,CO,293935.38,251495.84,199364.63,144906.39
Wyoming,WY,onroad,Onroad Mobile,CO,49105.12,40337.59,31398.06,22433.55
Alabama,AL,openburn,Open Burning,CO,53290.53,53290.53,53290.53,53290.53
Alaska,AK,openburn,Open Burning,CO,8226.45,8226.45,8226.45,8226.45
Arizona,AZ,openburn,Open Burning,CO,8219.41,8219.41,8219.41,8219.41
Arkansas,AR,openburn,Open Burning,CO,28579.46,28579.46,28579.46,28579.46
California,CA,openburn,Open Burning,CO,76747.62,76747.62,76747.62,76747.62
Colorado,CO,openburn,Open Burning,CO,3187.98,3187.98,3187.98,3187.98
Connecticut,CT,openburn,Open Burning,CO,104.17,104.17,104.17,104.17
Delaware,DE,openburn,Open Burning,CO,349.29,349.29,349.29,349.29
District of Columbia,DC,openburn,Open Burning,CO,0,0,0,0
Florida,FL,openburn,Open Burning,CO,106920.71,106920.71,106920.71,106920.71
Georgia,GA,openburn,Open Burning,CO,120982.18,120982.18,120982.18,120982.18
Hawaii,HI,openburn,Open Burning,CO,6423.44,6423.44,6423.44,6423.44
Idaho,ID,openburn,Open Burning,CO,1639.64,1639.64,1639.64,1639.64
Illinois,IL,openburn,Open Burning,CO,16503.04,16503.04,16503.04,16503.04
Indiana,IN,openburn,Open Burning,CO,33034.72,33034.72,33034.72,33034.72
Iowa,IA,openburn,Open Burning,CO,12934.62,12934.62,12934.62,12934.62
Kansas,KS,openburn,Open Burning,CO,11488.84,11488.84,11488.84,11488.84
Kentucky,KY,openburn,Open Burning,CO,27939.6,27939.6,27939.6,27939.6
Louisiana,LA,openburn,Open Burning,CO,30989.64,30989.64,30989.64,30989.64
Maine,ME,openburn,Open Burning,CO,17127.26,17127.26,17127.26,17127.26
Maryland,MD,openburn,Open Burning,CO,29002.07,29002.07,29002.07,29002.07
Massachusetts,MA,openburn,Open Burning,CO,21904.01,21904.01,21904.01,21904.01
Michigan,MI,openburn,Open Burning,CO,47940.63,47940.63,47940.63,47940.63
Minnesota,MN,openburn,Open Burning,CO,18689.26,18689.26,18689.26,18689.26
Mississippi,MS,openburn,Open Burning,CO,28147.7,28147.7,28147.7,28147.7
Missouri,MO,openburn,Open Burning,CO,41352.86,41352.86,41352.86,41352.86
Montana,MT,openburn,Open Burning,CO,6782.22,6782.22,6782.22,6782.22
Nebraska,NE,openburn,Open Burning,CO,5512.02,5512.02,5512.02,5512.02
Nevada,NV,openburn,Open Burning,CO,5568.5,5568.5,5568.5,5568.5
New Hampshire,NH,openburn,Open Burning,CO,16085.05,16085.05,16085.05,16085.05
New Jersey,NJ,openburn,Open Burning,CO,170.03,170.03,170.03,170.03
New Mexico,NM,openburn,Open Burning,CO,6140.25,6140.25,6140.25,6140.25
New York,NY,openburn,Open Burning,CO,56958.31,56958.31,56958.31,56958.31
North Carolina,NC,openburn,Open Burning,CO,28641.46,28641.46,28641.46,28641.46
North Dakota,ND,openburn,Open Burning,CO,1928.02,1928.02,1928.02,1928.02
Ohio,OH,openburn,Open Burning,CO,49814.32,49814.32,49814.32,49814.32
Oklahoma,OK,openburn,Open Burning,CO,19094.97,19094.97,19094.97,19094.97
Oregon,OR,openburn,Open Burning,CO,28035.45,28035.45,28035.45,28035.45
Pennsylvania,PA,openburn,Open Burning,CO,81821.1,81821.1,81821.1,81821.1
Puerto Rico,PR,openburn,Open Burning,CO,5835.13,5835.13,5835.13,5835.13
Rhode Island,RI,openburn,Open Burning,CO,5950.06,5950.06,5950.06,5950.06
South Carolina,SC,openburn,Open Burning,CO,55593.98,55593.98,55593.98,55593.98
South Dakota,SD,openburn,Open Burning,CO,3272.86,3272.86,3272.86,3272.86
Tennessee,TN,openburn,Open Burning,CO,57748.07,57748.07,57748.07,57748.07
Texas,TX,openburn,Open Burning,CO,112844.75,112844.75,112844.75,112844.75
Tribal Data,TRIBAL ,openburn,Open Burning,CO,117.97,117.97,117.97,117.97
Utah,UT,openburn,Open Burning,CO,248.6,248.6,248.6,248.6
Vermont,VT,openburn,Open Burning,CO,4655.06,4655.06,4655.06,4655.06
Virgin Islands,USVI,openburn,Open Burning,CO,211.21,211.21,211.21,211.21
Virginia,VA,openburn,Open Burning,CO,48753.31,48753.31,48753.31,48753.31
Washington,WA,openburn,Open Burning,CO,1815.99,1815.99,1815.99,1815.99
West Virginia,WV,openburn,Open Burning,CO,17382.19,17382.19,17382.19,17382.19
Wisconsin,WI,openburn,Open Burning,CO,40902.36,40902.36,40902.36,40902.36
Wyoming,WY,openburn,Open Burning,CO,1991.62,1991.62,1991.62,1991.62
Alabama,AL,pt_oilgas,Point Oil and Gas,CO,2223.54,2158.21,2123.68,2134.66
Alaska,AK,pt_oilgas,Point Oil and Gas,CO,7955.26,8604.29,11010.75,11256.53
Arizona,AZ,pt_oilgas,Point Oil and Gas,CO,353.64,350.78,362.6,386.43
Arkansas,AR,pt_oilgas,Point Oil and Gas,CO,1025.01,975.64,935.58,922.71
California,CA,pt_oilgas,Point Oil and Gas,CO,5947.25,4712.45,3805.92,3194.65
Colorado,CO,pt_oilgas,Point Oil and Gas,CO,10344.02,10279.25,9998.45,9702.41
Connecticut,CT,pt_oilgas,Point Oil and Gas,CO,8.43,8.38,8.7,9.3
Delaware,DE,pt_oilgas,Point Oil and Gas,CO,0.41,0.4,0.39,0.39
Florida,FL,pt_oilgas,Point Oil and Gas,CO,1098.85,1061.83,1084.91,1136.46
Georgia,GA,pt_oilgas,Point Oil and Gas,CO,1237.28,1221.11,1250.04,1318.96
Idaho,ID,pt_oilgas,Point Oil and Gas,CO,329.39,326.76,337.84,360.12
Illinois,IL,pt_oilgas,Point Oil and Gas,CO,1602.36,1561.76,1548.53,1572.18
Indiana,IN,pt_oilgas,Point Oil and Gas,CO,777.81,739.96,708.46,697.64
Iowa,IA,pt_oilgas,Point Oil and Gas,CO,925.82,912.78,933.63,984.92
Kansas,KS,pt_oilgas,Point Oil and Gas,CO,6191.46,5685.79,5415.21,5318.19
Kentucky,KY,pt_oilgas,Point Oil and Gas,CO,2743.98,2641.42,2695.04,2814.37
Louisiana,LA,pt_oilgas,Point Oil and Gas,CO,14764.83,14842.05,14691.72,15055.98
Maine,ME,pt_oilgas,Point Oil and Gas,CO,38.91,38.58,39.85,42.43
Maryland,MD,pt_oilgas,Point Oil and Gas,CO,198.03,197.08,204.67,218.95
Massachusetts,MA,pt_oilgas,Point Oil and Gas,CO,144.49,144,144.71,146.5
Michigan,MI,pt_oilgas,Point Oil and Gas,CO,3907.03,3785.12,3676.06,3627.58
Minnesota,MN,pt_oilgas,Point Oil and Gas,CO,880.51,876.3,910.97,975.99
Mississippi,MS,pt_oilgas,Point Oil and Gas,CO,4001.73,3951.17,3987.7,4108.81
Missouri,MO,pt_oilgas,Point Oil and Gas,CO,397.38,388.43,390.47,404.37
Montana,MT,pt_oilgas,Point Oil and Gas,CO,647.04,640.61,631.37,634.43
Nebraska,NE,pt_oilgas,Point Oil and Gas,CO,778.68,773.85,800.62,852.66
Nevada,NV,pt_oilgas,Point Oil and Gas,CO,127.86,124.37,121.22,119.76
New Jersey,NJ,pt_oilgas,Point Oil and Gas,CO,81.44,79.11,78.79,80.94
New Mexico,NM,pt_oilgas,Point Oil and Gas,CO,34708.97,37227.81,36287.76,36354.47
New York,NY,pt_oilgas,Point Oil and Gas,CO,951.54,925.66,924.2,951.64
North Carolina,NC,pt_oilgas,Point Oil and Gas,CO,833.7,821.1,830.87,862.42
North Dakota,ND,pt_oilgas,Point Oil and Gas,CO,4335.23,4355.19,4425.02,4491.43
Offshore to EEZ,OFFSHORE,pt_oilgas,Point Oil and Gas,CO,28551.21,28542.92,28528.7,28515.28
Ohio,OH,pt_oilgas,Point Oil and Gas,CO,2445.94,2364.18,2365.72,2410.76
Oklahoma,OK,pt_oilgas,Point Oil and Gas,CO,24054.27,22408.1,20634.01,19618.62
Oregon,OR,pt_oilgas,Point Oil and Gas,CO,882.97,876.61,901.76,952.75
Pennsylvania,PA,pt_oilgas,Point Oil and Gas,CO,1828.87,1774.92,1763.14,1803.18
Puerto Rico,PR,pt_oilgas,Point Oil and Gas,CO,0,0,0,0
Rhode Island,RI,pt_oilgas,Point Oil and Gas,CO,29.17,29.02,30.11,32.18
South Carolina,SC,pt_oilgas,Point Oil and Gas,CO,96.42,95.92,99.68,106.76
South Dakota,SD,pt_oilgas,Point Oil and Gas,CO,79.25,78.85,81.95,87.78
Tennessee,TN,pt_oilgas,Point Oil and Gas,CO,1544.42,1502.31,1511.91,1568.81
Texas,TX,pt_oilgas,Point Oil and Gas,CO,26193.95,27278.34,26990.13,28442.47
Tribal Data,TRIBAL ,pt_oilgas,Point Oil and Gas,CO,5319.77,5314.93,5306.64,5298.83
Utah,UT,pt_oilgas,Point Oil and Gas,CO,673.78,787.4,787.42,795.69
Virginia,VA,pt_oilgas,Point Oil and Gas,CO,1322.07,467.45,482.28,513.04
Washington,WA,pt_oilgas,Point Oil and Gas,CO,500.41,489.56,493.9,514
West Virginia,WV,pt_oilgas,Point Oil and Gas,CO,2920.36,2880.73,2962.22,3073.87
Wisconsin,WI,pt_oilgas,Point Oil and Gas,CO,132.7,129.67,128.59,130.25
Wyoming,WY,pt_oilgas,Point Oil and Gas,CO,11290,11366.78,11256.59,11189.3
Alabama,AL,ptagfire,Ag Fires,CO,24550.74,24550.74,24550.74,24550.74
Arizona,AZ,ptagfire,Ag Fires,CO,8847.96,8847.96,8847.96,8847.96
Arkansas,AR,ptagfire,Ag Fires,CO,145539.89,145539.89,145539.89,145539.89
California,CA,ptagfire,Ag Fires,CO,74905.42,74905.42,74905.42,74905.42
Colorado,CO,ptagfire,Ag Fires,CO,7242.56,7242.56,7242.56,7242.56
Delaware,DE,ptagfire,Ag Fires,CO,474.36,474.36,474.36,474.36
Florida,FL,ptagfire,Ag Fires,CO,70715.12,70715.12,70715.12,70715.12
Georgia,GA,ptagfire,Ag Fires,CO,24783.98,24783.98,24783.98,24783.98
Idaho,ID,ptagfire,Ag Fires,CO,7660.06,7660.06,7660.06,7660.06
Illinois,IL,ptagfire,Ag Fires,CO,901.61,901.61,901.61,901.61
Indiana,IN,ptagfire,Ag Fires,CO,492.54,492.54,492.54,492.54
Iowa,IA,ptagfire,Ag Fires,CO,2067.55,2067.55,2067.55,2067.55
Kansas,KS,ptagfire,Ag Fires,CO,24910.01,24910.01,24910.01,24910.01
Kentucky,KY,ptagfire,Ag Fires,CO,10019.51,10019.51,10019.51,10019.51
Louisiana,LA,ptagfire,Ag Fires,CO,63443.24,63443.24,63443.24,63443.24
Maine,ME,ptagfire,Ag Fires,CO,114.74,114.74,114.74,114.74
Maryland,MD,ptagfire,Ag Fires,CO,1560.79,1560.79,1560.79,1560.79
Massachusetts,MA,ptagfire,Ag Fires,CO,227.81,227.81,227.81,227.81
Michigan,MI,ptagfire,Ag Fires,CO,1140.11,1140.11,1140.11,1140.11
Minnesota,MN,ptagfire,Ag Fires,CO,6422.57,6422.57,6422.57,6422.57
Mississippi,MS,ptagfire,Ag Fires,CO,29927.9,29927.9,29927.9,29927.9
Missouri,MO,ptagfire,Ag Fires,CO,22257.2,22257.2,22257.2,22257.2
Montana,MT,ptagfire,Ag Fires,CO,12812.44,12812.44,12812.44,12812.44
Nebraska,NE,ptagfire,Ag Fires,CO,24315.76,24315.76,24315.76,24315.76
Nevada,NV,ptagfire,Ag Fires,CO,492.88,492.88,492.88,492.88
New Jersey,NJ,ptagfire,Ag Fires,CO,1075.77,1075.77,1075.77,1075.77
New Mexico,NM,ptagfire,Ag Fires,CO,4346.89,4346.89,4346.89,4346.89
New York,NY,ptagfire,Ag Fires,CO,1852.68,1852.68,1852.68,1852.68
North Carolina,NC,ptagfire,Ag Fires,CO,11832.55,11832.55,11832.55,11832.55
North Dakota,ND,ptagfire,Ag Fires,CO,36416.71,36416.71,36416.71,36416.71
Ohio,OH,ptagfire,Ag Fires,CO,189.56,189.56,189.56,189.56
Oklahoma,OK,ptagfire,Ag Fires,CO,33791.62,33791.62,33791.62,33791.62
Oregon,OR,ptagfire,Ag Fires,CO,16561.62,16561.62,16561.62,16561.62
Pennsylvania,PA,ptagfire,Ag Fires,CO,2806.63,2806.63,2806.63,2806.63
Rhode Island,RI,ptagfire,Ag Fires,CO,22.44,22.44,22.44,22.44
South Carolina,SC,ptagfire,Ag Fires,CO,19848.53,19848.53,19848.53,19848.53
South Dakota,SD,ptagfire,Ag Fires,CO,12230.47,12230.47,12230.47,12230.47
Tennessee,TN,ptagfire,Ag Fires,CO,11109.15,11109.15,11109.15,11109.15
Texas,TX,ptagfire,Ag Fires,CO,108425.12,108425.12,108425.12,108425.12
Utah,UT,ptagfire,Ag Fires,CO,1034.27,1034.27,1034.27,1034.27
Virginia,VA,ptagfire,Ag Fires,CO,5817.06,5817.06,5817.06,5817.06
Washington,WA,ptagfire,Ag Fires,CO,35946.99,35946.99,35946.99,35946.99
West Virginia,WV,ptagfire,Ag Fires,CO,171.07,171.07,171.07,171.07
Wisconsin,WI,ptagfire,Ag Fires,CO,1317.66,1317.66,1317.66,1317.66
Wyoming,WY,ptagfire,Ag Fires,CO,3340.37,3340.37,3340.37,3340.37
Alabama,AL,ptegu,Electricity Generation,CO,8042.48,7801.11,7426.27,6685.86
Alaska,AK,ptegu,Electricity Generation,CO,2141.98,2141.98,2141.98,2141.98
Arizona,AZ,ptegu,Electricity Generation,CO,6006.96,6941.64,2444.71,2076.67
Arkansas,AR,ptegu,Electricity Generation,CO,5904.49,5659.82,1177.51,680.06
California,CA,ptegu,Electricity Generation,CO,9608.55,10094.65,27691.15,25422.89
Colorado,CO,ptegu,Electricity Generation,CO,6658.18,6617.59,1989.15,1641
Connecticut,CT,ptegu,Electricity Generation,CO,608.86,761.84,694.53,0
Delaware,DE,ptegu,Electricity Generation,CO,587.97,461.74,571.29,537.48
District of Columbia,DC,ptegu,Electricity Generation,CO,0,0,611.63,611.42
Florida,FL,ptegu,Electricity Generation,CO,14779.41,14804.29,13512.26,12572.88
Georgia,GA,ptegu,Electricity Generation,CO,11755.33,12243.7,9257.72,7619.48
Hawaii,HI,ptegu,Electricity Generation,CO,1128.32,1128.32,1128.32,1128.32
Idaho,ID,ptegu,Electricity Generation,CO,1554.22,1867.01,1949.05,1803.08
Illinois,IL,ptegu,Electricity Generation,CO,10921.33,8555.58,8168.8,7632.93
Indiana,IN,ptegu,Electricity Generation,CO,9569.31,7669.07,6614.25,5967.02
Iowa,IA,ptegu,Electricity Generation,CO,12079.24,11972.23,1327.15,528.16
Kansas,KS,ptegu,Electricity Generation,CO,16395.67,8860.99,3670.28,3565.71
Kentucky,KY,ptegu,Electricity Generation,CO,9462.05,9359.78,4551.45,4372.07
Louisiana,LA,ptegu,Electricity Generation,CO,13525.47,12381.25,6115.69,4664.86
Maine,ME,ptegu,Electricity Generation,CO,3908.82,3781.05,1604.45,1195.07
Maryland,MD,ptegu,Electricity Generation,CO,2953.39,2177.67,4474.94,4372.63
Massachusetts,MA,ptegu,Electricity Generation,CO,1954.47,1616.88,3774.81,3760.22
Michigan,MI,ptegu,Electricity Generation,CO,19836.72,7502.23,10791.28,9658.29
Minnesota,MN,ptegu,Electricity Generation,CO,6528.97,6366.74,1805.54,935.33
Mississippi,MS,ptegu,Electricity Generation,CO,6909.78,7002.03,4434.84,2808.08
Missouri,MO,ptegu,Electricity Generation,CO,17385.42,14652.08,4074.63,3772.32
Montana,MT,ptegu,Electricity Generation,CO,1813.65,1992.06,1326.77,903.8
Nebraska,NE,ptegu,Electricity Generation,CO,10467.81,11524.54,3374.19,3267.6
Nevada,NV,ptegu,Electricity Generation,CO,3901.86,1440.46,1012.26,910.73
New Hampshire,NH,ptegu,Electricity Generation,CO,1190.31,989.78,789.42,720.29
New Jersey,NJ,ptegu,Electricity Generation,CO,1357.84,1151.52,3144.17,2918.55
New Mexico,NM,ptegu,Electricity Generation,CO,5145.91,813.68,446.06,1042.43
New York,NY,ptegu,Electricity Generation,CO,7846.54,6940.49,13467.57,11689.47
North Carolina,NC,ptegu,Electricity Generation,CO,15359.75,14846.51,8052.42,7777.17
North Dakota,ND,ptegu,Electricity Generation,CO,4855.79,4515.44,3300.19,3279.64
Ohio,OH,ptegu,Electricity Generation,CO,7069.6,6971.45,5720.36,5229.79
Oklahoma,OK,ptegu,Electricity Generation,CO,10193.04,12358.88,2114.98,1580.67
Oregon,OR,ptegu,Electricity Generation,CO,3390.5,3472.66,1020.52,56.8
Pennsylvania,PA,ptegu,Electricity Generation,CO,15940.01,7880.63,10349.16,9246.9
Puerto Rico,PR,ptegu,Electricity Generation,CO,2012.33,2012.33,2012.33,2012.33
Rhode Island,RI,ptegu,Electricity Generation,CO,574.64,658.61,1512.83,1374.63
South Carolina,SC,ptegu,Electricity Generation,CO,5445.35,8582.93,8505.53,8393.43
South Dakota,SD,ptegu,Electricity Generation,CO,363.45,471.77,70.22,42.26
Tennessee,TN,ptegu,Electricity Generation,CO,2537.78,3800.91,1251.45,1111.59
Texas,TX,ptegu,Electricity Generation,CO,118454.22,109731.26,26041.25,22494.28
Tribal Data,TRIBAL ,ptegu,Electricity Generation,CO,1460.12,1374.73,42.87,41.34
Utah,UT,ptegu,Electricity Generation,CO,11862.73,8027.84,2064.09,2026.47
Vermont,VT,ptegu,Electricity Generation,CO,1438.44,938.7,166.72,154.9
Virginia,VA,ptegu,Electricity Generation,CO,6620.02,4831.76,2662.93,2038.05
Washington,WA,ptegu,Electricity Generation,CO,7288.52,3514.04,6491.12,5717.91
West Virginia,WV,ptegu,Electricity Generation,CO,5589.29,5498.8,4685.43,4645.71
Wisconsin,WI,ptegu,Electricity Generation,CO,4984.81,4495.59,3653.36,2971.55
Wyoming,WY,ptegu,Electricity Generation,CO,14586.78,9028.67,7405.49,7296.85
Alabama,AL,ptfire-rx,Prescribed Fires,CO,471615.88,471615.88,471615.88,471615.88
Alaska,AK,ptfire-rx,Prescribed Fires,CO,734861.63,734861.63,734861.63,734861.63
Arizona,AZ,ptfire-rx,Prescribed Fires,CO,22793.41,22793.41,22793.41,22793.41
Arkansas,AR,ptfire-rx,Prescribed Fires,CO,793226.31,793226.31,793226.31,793226.31
California,CA,ptfire-rx,Prescribed Fires,CO,87059.25,87059.25,87059.25,87059.25
Colorado,CO,ptfire-rx,Prescribed Fires,CO,41742.37,41742.37,41742.37,41742.37
Connecticut,CT,ptfire-rx,Prescribed Fires,CO,793.54,793.54,793.54,793.54
Delaware,DE,ptfire-rx,Prescribed Fires,CO,2496.01,2496.01,2496.01,2496.01
Florida,FL,ptfire-rx,Prescribed Fires,CO,735861.35,735861.35,735861.35,735861.35
Georgia,GA,ptfire-rx,Prescribed Fires,CO,682321.95,682321.95,682321.95,682321.95
Hawaii,HI,ptfire-rx,Prescribed Fires,CO,4022.82,4022.82,4022.82,4022.82
Idaho,ID,ptfire-rx,Prescribed Fires,CO,159665.3,159665.3,159665.3,159665.3
Illinois,IL,ptfire-rx,Prescribed Fires,CO,47251.39,47251.39,47251.39,47251.39
Indiana,IN,ptfire-rx,Prescribed Fires,CO,18729.33,18729.33,18729.33,18729.33
Iowa,IA,ptfire-rx,Prescribed Fires,CO,40826.24,40826.24,40826.24,40826.24
Kansas,KS,ptfire-rx,Prescribed Fires,CO,294466.19,294466.19,294466.19,294466.19
Kentucky,KY,ptfire-rx,Prescribed Fires,CO,132016.85,132016.85,132016.85,132016.85
Louisiana,LA,ptfire-rx,Prescribed Fires,CO,454284.44,454284.44,454284.44,454284.44
Maine,ME,ptfire-rx,Prescribed Fires,CO,3457.54,3457.54,3457.54,3457.54
Maryland,MD,ptfire-rx,Prescribed Fires,CO,11861.83,11861.83,11861.83,11861.83
Massachusetts,MA,ptfire-rx,Prescribed Fires,CO,4297,4297,4297,4297
Michigan,MI,ptfire-rx,Prescribed Fires,CO,15634.37,15634.37,15634.37,15634.37
Minnesota,MN,ptfire-rx,Prescribed Fires,CO,341144.97,341144.97,341144.97,341144.97
Mississippi,MS,ptfire-rx,Prescribed Fires,CO,234529.4,234529.4,234529.4,234529.4
Missouri,MO,ptfire-rx,Prescribed Fires,CO,293807.42,293807.42,293807.42,293807.42
Montana,MT,ptfire-rx,Prescribed Fires,CO,131671.34,131671.34,131671.34,131671.34
Nebraska,NE,ptfire-rx,Prescribed Fires,CO,41339.87,41339.87,41339.87,41339.87
Nevada,NV,ptfire-rx,Prescribed Fires,CO,3442.64,3442.64,3442.64,3442.64
New Hampshire,NH,ptfire-rx,Prescribed Fires,CO,1479.41,1479.41,1479.41,1479.41
New Jersey,NJ,ptfire-rx,Prescribed Fires,CO,36330.89,36330.89,36330.89,36330.89
New Mexico,NM,ptfire-rx,Prescribed Fires,CO,11393.46,11393.46,11393.46,11393.46
New York,NY,ptfire-rx,Prescribed Fires,CO,15220.83,15220.83,15220.83,15220.83
North Carolina,NC,ptfire-rx,Prescribed Fires,CO,40516.4,40516.4,40516.4,40516.4
North Dakota,ND,ptfire-rx,Prescribed Fires,CO,8524.73,8524.73,8524.73,8524.73
Ohio,OH,ptfire-rx,Prescribed Fires,CO,18607.25,18607.25,18607.25,18607.25
Oklahoma,OK,ptfire-rx,Prescribed Fires,CO,524568,524568,524568,524568
Oregon,OR,ptfire-rx,Prescribed Fires,CO,421623.25,421623.25,421623.25,421623.25
