State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
Delaware,DE,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.43,0.44,0.45,0.47
District of Columbia,DC,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.05,0.05,0.05,0.06
Florida,FL,cmv_c1c2,Commercial Marine (C1/C2),NH3,3.73,3.84,4.01,4.21
Georgia,GA,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.43,0.43,0.44,0.44
Hawaii,HI,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.76,0.81,0.89,0.98
Idaho,ID,cmv_c1c2,Commercial Marine (C1/C2),NH3,0,0,0,0
Illinois,IL,cmv_c1c2,Commercial Marine (C1/C2),NH3,2.34,2.32,2.31,2.36
Indiana,IN,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.25,0.25,0.25,0.26
Iowa,IA,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.3,0.3,0.29,0.3
Kansas,KS,cmv_c1c2,Commercial Marine (C1/C2),NH3,0,0,0,0
Kentucky,KY,cmv_c1c2,Commercial Marine (C1/C2),NH3,3.03,3.01,2.99,3.05
Louisiana,LA,cmv_c1c2,Commercial Marine (C1/C2),NH3,15.34,16.16,17.4,18.86
Maine,ME,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.9,0.92,0.94,0.97
Maryland,MD,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.6,1.6,1.61,1.63
Massachusetts,MA,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.42,1.44,1.48,1.53
Michigan,MI,cmv_c1c2,Commercial Marine (C1/C2),NH3,2.03,1.99,1.95,1.96
Minnesota,MN,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.33,0.32,0.32,0.33
Mississippi,MS,cmv_c1c2,Commercial Marine (C1/C2),NH3,2.13,2.26,2.45,2.67
Missouri,MO,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.49,1.47,1.46,1.48
Nebraska,NE,cmv_c1c2,Commercial Marine (C1/C2),NH3,0,0,0,0
New Hampshire,NH,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.07,0.07,0.07,0.07
New Jersey,NJ,cmv_c1c2,Commercial Marine (C1/C2),NH3,2,2.02,2.05,2.09
New York,NY,cmv_c1c2,Commercial Marine (C1/C2),NH3,2.9,2.94,2.99,3.07
Non-US SECA C3,OFFSHORE,cmv_c1c2,Commercial Marine (C1/C2),NH3,3.55,3.55,3.55,3.55
North Carolina,NC,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.14,1.16,1.2,1.24
North Dakota,ND,cmv_c1c2,Commercial Marine (C1/C2),NH3,0,0,0,0
Offshore to EEZ,OFFSHORE,cmv_c1c2,Commercial Marine (C1/C2),NH3,13.59,14.22,15.13,16.15
Ohio,OH,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.63,0.62,0.62,0.63
Oklahoma,OK,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.11,0.11,0.11,0.11
Oregon,OR,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.23,1.29,1.38,1.46
Pennsylvania,PA,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.8,0.8,0.8,0.82
Puerto Rico,PR,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.61,0.61,0.61,0.61
Rhode Island,RI,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.47,0.48,0.49,0.5
South Carolina,SC,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.64,0.65,0.65,0.66
Tennessee,TN,cmv_c1c2,Commercial Marine (C1/C2),NH3,1.28,1.27,1.26,1.29
Texas,TX,cmv_c1c2,Commercial Marine (C1/C2),NH3,8.26,8.76,9.52,10.38
Vermont,VT,cmv_c1c2,Commercial Marine (C1/C2),NH3,0,0,0,0
Virgin Islands,USVI,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.38,0.38,0.38,0.38
Virginia,VA,cmv_c1c2,Commercial Marine (C1/C2),NH3,2.24,2.26,2.3,2.35
Washington,WA,cmv_c1c2,Commercial Marine (C1/C2),NH3,3.68,3.97,4.39,4.8
West Virginia,WV,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.91,0.93,0.96,1
Wisconsin,WI,cmv_c1c2,Commercial Marine (C1/C2),NH3,0.64,0.64,0.63,0.64
Alabama,AL,cmv_c3,Commercial Marine (C3),NH3,0.44,0.47,0.5,0.55
Alaska,AK,cmv_c3,Commercial Marine (C3),NH3,3.75,4.08,4.52,4.85
California,CA,cmv_c3,Commercial Marine (C3),NH3,4.71,5.09,5.66,6.27
Connecticut,CT,cmv_c3,Commercial Marine (C3),NH3,0.05,0.05,0.05,0.05
Delaware,DE,cmv_c3,Commercial Marine (C3),NH3,0.64,0.66,0.69,0.73
Florida,FL,cmv_c3,Commercial Marine (C3),NH3,3.44,3.53,3.66,3.84
Georgia,GA,cmv_c3,Commercial Marine (C3),NH3,0.76,0.81,0.9,1.01
Hawaii,HI,cmv_c3,Commercial Marine (C3),NH3,0.56,0.6,0.66,0.72
Illinois,IL,cmv_c3,Commercial Marine (C3),NH3,0.04,0.04,0.04,0.04
Indiana,IN,cmv_c3,Commercial Marine (C3),NH3,0.02,0.02,0.02,0.02
Louisiana,LA,cmv_c3,Commercial Marine (C3),NH3,4.38,4.55,4.82,5.21
Maine,ME,cmv_c3,Commercial Marine (C3),NH3,0.08,0.08,0.08,0.08
Maryland,MD,cmv_c3,Commercial Marine (C3),NH3,1.25,1.32,1.43,1.56
Massachusetts,MA,cmv_c3,Commercial Marine (C3),NH3,0.24,0.24,0.25,0.26
Michigan,MI,cmv_c3,Commercial Marine (C3),NH3,1.41,1.38,1.33,1.32
Minnesota,MN,cmv_c3,Commercial Marine (C3),NH3,0.11,0.11,0.1,0.1
Mississippi,MS,cmv_c3,Commercial Marine (C3),NH3,0.09,0.1,0.11,0.12
New Hampshire,NH,cmv_c3,Commercial Marine (C3),NH3,0.01,0.01,0.01,0.01
New Jersey,NJ,cmv_c3,Commercial Marine (C3),NH3,1.38,1.46,1.58,1.73
New York,NY,cmv_c3,Commercial Marine (C3),NH3,0.79,0.81,0.85,0.9
Non-US SECA C3,OFFSHORE,cmv_c3,Commercial Marine (C3),NH3,206.07,206.07,206.07,206.07
North Carolina,NC,cmv_c3,Commercial Marine (C3),NH3,0.16,0.16,0.17,0.19
Offshore to EEZ,OFFSHORE,cmv_c3,Commercial Marine (C3),NH3,155.96,165.6,180.24,197.09
Ohio,OH,cmv_c3,Commercial Marine (C3),NH3,0.14,0.13,0.13,0.13
Oregon,OR,cmv_c3,Commercial Marine (C3),NH3,0.67,0.73,0.8,0.88
Pennsylvania,PA,cmv_c3,Commercial Marine (C3),NH3,0.34,0.34,0.36,0.37
Puerto Rico,PR,cmv_c3,Commercial Marine (C3),NH3,0.72,0.72,0.72,0.72
Rhode Island,RI,cmv_c3,Commercial Marine (C3),NH3,0.11,0.11,0.11,0.11
South Carolina,SC,cmv_c3,Commercial Marine (C3),NH3,0.55,0.58,0.64,0.7
Texas,TX,cmv_c3,Commercial Marine (C3),NH3,6.14,6.55,7.16,7.86
Virgin Islands,USVI,cmv_c3,Commercial Marine (C3),NH3,0.43,0.43,0.43,0.43
Virginia,VA,cmv_c3,Commercial Marine (C3),NH3,1.79,1.88,2.03,2.21
Washington,WA,cmv_c3,Commercial Marine (C3),NH3,2.47,2.7,3.03,3.38
Wisconsin,WI,cmv_c3,Commercial Marine (C3),NH3,0.16,0.15,0.15,0.15
Alabama,AL,fertilizer,Fertilizer,NH3,29785.01,29785.01,29785.01,29785.01
Arizona,AZ,fertilizer,Fertilizer,NH3,21731.58,21731.58,21731.58,21731.58
Arkansas,AR,fertilizer,Fertilizer,NH3,39648.05,39648.05,39648.05,39648.05
California,CA,fertilizer,Fertilizer,NH3,75546.99,75546.99,75546.99,75546.99
Colorado,CO,fertilizer,Fertilizer,NH3,38619.47,38619.47,38619.47,38619.47
Connecticut,CT,fertilizer,Fertilizer,NH3,2233.02,2233.02,2233.02,2233.02
Delaware,DE,fertilizer,Fertilizer,NH3,1159.72,1159.72,1159.72,1159.72
District of Columbia,DC,fertilizer,Fertilizer,NH3,16.74,16.74,16.74,16.74
Florida,FL,fertilizer,Fertilizer,NH3,59102.65,59102.65,59102.65,59102.65
Georgia,GA,fertilizer,Fertilizer,NH3,36139.74,36139.74,36139.74,36139.74
Idaho,ID,fertilizer,Fertilizer,NH3,23433.45,23433.45,23433.45,23433.45
Illinois,IL,fertilizer,Fertilizer,NH3,46225.92,46225.92,46225.92,46225.92
Indiana,IN,fertilizer,Fertilizer,NH3,28812.71,28812.71,28812.71,28812.71
Iowa,IA,fertilizer,Fertilizer,NH3,53786.59,53786.59,53786.59,53786.59
Kansas,KS,fertilizer,Fertilizer,NH3,80351.27,80351.27,80351.27,80351.27
Kentucky,KY,fertilizer,Fertilizer,NH3,29448.95,29448.95,29448.95,29448.95
Louisiana,LA,fertilizer,Fertilizer,NH3,39711.05,39711.05,39711.05,39711.05
Maine,ME,fertilizer,Fertilizer,NH3,5988.91,5988.91,5988.91,5988.91
Maryland,MD,fertilizer,Fertilizer,NH3,6258.1,6258.1,6258.1,6258.1
Massachusetts,MA,fertilizer,Fertilizer,NH3,2822.98,2822.98,2822.98,2822.98
Michigan,MI,fertilizer,Fertilizer,NH3,26187.49,26187.49,26187.49,26187.49
Minnesota,MN,fertilizer,Fertilizer,NH3,68585.3,68585.3,68585.3,68585.3
Mississippi,MS,fertilizer,Fertilizer,NH3,31659.12,31659.12,31659.12,31659.12
Missouri,MO,fertilizer,Fertilizer,NH3,60525.24,60525.24,60525.24,60525.24
Montana,MT,fertilizer,Fertilizer,NH3,52276.37,52276.37,52276.37,52276.37
Nebraska,NE,fertilizer,Fertilizer,NH3,73598.9,73598.9,73598.9,73598.9
Nevada,NV,fertilizer,Fertilizer,NH3,13909.79,13909.79,13909.79,13909.79
New Hampshire,NH,fertilizer,Fertilizer,NH3,2008.92,2008.92,2008.92,2008.92
New Jersey,NJ,fertilizer,Fertilizer,NH3,3774.6,3774.6,3774.6,3774.6
New Mexico,NM,fertilizer,Fertilizer,NH3,25702.11,25702.11,25702.11,25702.11
New York,NY,fertilizer,Fertilizer,NH3,17873.68,17873.68,17873.68,17873.68
North Carolina,NC,fertilizer,Fertilizer,NH3,29772.34,29772.34,29772.34,29772.34
North Dakota,ND,fertilizer,Fertilizer,NH3,68067.59,68067.59,68067.59,68067.59
Ohio,OH,fertilizer,Fertilizer,NH3,26194.18,26194.18,26194.18,26194.18
Oklahoma,OK,fertilizer,Fertilizer,NH3,70877.47,70877.47,70877.47,70877.47
Oregon,OR,fertilizer,Fertilizer,NH3,15447.6,15447.6,15447.6,15447.6
Pennsylvania,PA,fertilizer,Fertilizer,NH3,20239.55,20239.55,20239.55,20239.55
Rhode Island,RI,fertilizer,Fertilizer,NH3,468.05,468.05,468.05,468.05
South Carolina,SC,fertilizer,Fertilizer,NH3,19014.43,19014.43,19014.43,19014.43
South Dakota,SD,fertilizer,Fertilizer,NH3,60092.96,60092.96,60092.96,60092.96
Tennessee,TN,fertilizer,Fertilizer,NH3,31067.1,31067.1,31067.1,31067.1
Texas,TX,fertilizer,Fertilizer,NH3,219999.97,219999.97,219999.97,219999.97
Utah,UT,fertilizer,Fertilizer,NH3,15504.92,15504.92,15504.92,15504.92
Vermont,VT,fertilizer,Fertilizer,NH3,2628.08,2628.08,2628.08,2628.08
Virginia,VA,fertilizer,Fertilizer,NH3,21463.81,21463.81,21463.81,21463.81
Washington,WA,fertilizer,Fertilizer,NH3,13522.59,13522.59,13522.59,13522.59
West Virginia,WV,fertilizer,Fertilizer,NH3,10668.93,10668.93,10668.93,10668.93
Wisconsin,WI,fertilizer,Fertilizer,NH3,26898.34,26898.34,26898.34,26898.34
Wyoming,WY,fertilizer,Fertilizer,NH3,22549.22,22549.22,22549.22,22549.22
Alabama,AL,livestock,Livestock,NH3,66863.68,66518.85,66002.23,65480.12
Alaska,AK,livestock,Livestock,NH3,21.05,21.05,21.05,21.05
Arizona,AZ,livestock,Livestock,NH3,29293.39,29004.13,28572.31,28108.34
Arkansas,AR,livestock,Livestock,NH3,77512,77101.89,76487.94,75858.1
California,CA,livestock,Livestock,NH3,157148.89,155416.91,152830.44,150229.88
Colorado,CO,livestock,Livestock,NH3,41447.61,40999.96,40330.48,39657.96
Connecticut,CT,livestock,Livestock,NH3,832.46,822.33,807.18,791.97
Delaware,DE,livestock,Livestock,NH3,9962.17,9959.7,9956,9952.28
Florida,FL,livestock,Livestock,NH3,34258,33700.39,32865.51,32028.09
Georgia,GA,livestock,Livestock,NH3,77980.52,77685.17,77243.12,76799.61
Hawaii,HI,livestock,Livestock,NH3,243.66,243.66,243.66,243.66
Idaho,ID,livestock,Livestock,NH3,57196.51,56771.03,56137.86,55499.18
Illinois,IL,livestock,Livestock,NH3,65464.6,67298.42,70047.17,72794.89
Indiana,IN,livestock,Livestock,NH3,71959.65,73458.58,75705.76,77955.83
Iowa,IA,livestock,Livestock,NH3,295346.06,305356.03,320385.09,335410.97
Kansas,KS,livestock,Livestock,NH3,86595.65,86078.29,85304.26,84524.2
Kentucky,KY,livestock,Livestock,NH3,38709.36,38436.98,38029.45,37620.55
Louisiana,LA,livestock,Livestock,NH3,16700.01,16470.92,16127.74,15783.68
Maine,ME,livestock,Livestock,NH3,1222.79,1208.16,1186.27,1164.28
Maryland,MD,livestock,Livestock,NH3,14663.52,14631.96,14584.76,14537.36
Massachusetts,MA,livestock,Livestock,NH3,806.3,800.48,791.78,783.04
Michigan,MI,livestock,Livestock,NH3,36342.12,36468.03,36658.28,36846.73
Minnesota,MN,livestock,Livestock,NH3,127269.28,130058.32,134247.7,138434.59
Mississippi,MS,livestock,Livestock,NH3,43156.55,42927.38,42583.98,42239.62
Missouri,MO,livestock,Livestock,NH3,109880.85,110277.6,110881.95,111477.69
Montana,MT,livestock,Livestock,NH3,18830,18466.73,17922.45,17376.83
Nebraska,NE,livestock,Livestock,NH3,103242.97,103412.23,103664.48,103915.78
Nevada,NV,livestock,Livestock,NH3,5831.43,5731.83,5582.79,5433.22
New Hampshire,NH,livestock,Livestock,NH3,568.5,563.14,555.14,547.11
New Jersey,NJ,livestock,Livestock,NH3,1533.84,1530.23,1524.83,1519.41
New Mexico,NM,livestock,Livestock,NH3,32236.04,31824.91,31210.7,30593.39
New York,NY,livestock,Livestock,NH3,21610.49,21312.53,20866.89,20419.48
North Carolina,NC,livestock,Livestock,NH3,198252.78,202418.15,208666.65,214914.31
North Dakota,ND,livestock,Livestock,NH3,14529.02,14238.27,13802.64,13365.93
Ohio,OH,livestock,Livestock,NH3,59878.04,60603.04,61694.14,62781.14
Oklahoma,OK,livestock,Livestock,NH3,96220.22,95893.99,95403.55,94908.31
Oregon,OR,livestock,Livestock,NH3,17597.08,17333.93,16940.24,16545.08
Pennsylvania,PA,livestock,Livestock,NH3,50942.07,51097.46,51333.76,51566.92
Rhode Island,RI,livestock,Livestock,NH3,114.86,114.32,113.51,112.7
South Carolina,SC,livestock,Livestock,NH3,23091.59,23125.96,23177.59,23229.12
South Dakota,SD,livestock,Livestock,NH3,56250.34,56238.05,56220.24,56199.39
Tennessee,TN,livestock,Livestock,NH3,31437.34,31187.48,30814,30438.87
Texas,TX,livestock,Livestock,NH3,239253.55,235849.7,230756.15,225643.6
Tribal Data,TRIBAL ,livestock,Livestock,NH3,31.18,31.18,31.18,31.18
Utah,UT,livestock,Livestock,NH3,25359.79,25551.03,25839.12,26126.23
Vermont,VT,livestock,Livestock,NH3,3799.02,3750.05,3676.87,3603.34
Virginia,VA,livestock,Livestock,NH3,35244.8,35078.54,34830.06,34580.28
Washington,WA,livestock,Livestock,NH3,22896.13,22634.74,22244.17,21851.68
West Virginia,WV,livestock,Livestock,NH3,8271.19,8188.46,8064.52,7940.26
Wisconsin,WI,livestock,Livestock,NH3,51505.99,50870.6,49920.36,48965.62
Wyoming,WY,livestock,Livestock,NH3,11267.01,11032.86,10682.14,10330.54
Alabama,AL,nonpt,Nonpoint,NH3,977.79,1012.99,1016.63,1022.7
Alaska,AK,nonpt,Nonpoint,NH3,265.23,252.67,259.51,258.43
Arizona,AZ,nonpt,Nonpoint,NH3,3174.02,3286.21,3580.83,3903.43
Arkansas,AR,nonpt,Nonpoint,NH3,592.21,559.16,570.51,578.53
California,CA,nonpt,Nonpoint,NH3,6336.82,6140.13,6428.68,6522.21
Colorado,CO,nonpt,Nonpoint,NH3,1555.73,1599.64,1643.35,1695.29
Connecticut,CT,nonpt,Nonpoint,NH3,850.32,806,787.08,783.37
Delaware,DE,nonpt,Nonpoint,NH3,175.15,168.55,167.07,166.26
District of Columbia,DC,nonpt,Nonpoint,NH3,124.8,120.52,119.36,118.75
Florida,FL,nonpt,Nonpoint,NH3,960.22,987.96,1038.03,1088.54
Georgia,GA,nonpt,Nonpoint,NH3,2023.59,2000.7,2019.32,2043.35
Hawaii,HI,nonpt,Nonpoint,NH3,55.2,54.89,55.21,55.26
Idaho,ID,nonpt,Nonpoint,NH3,628.46,649.52,676.29,704.52
Illinois,IL,nonpt,Nonpoint,NH3,4739.89,4567.88,4457.03,4318.49
Indiana,IN,nonpt,Nonpoint,NH3,2016.88,1944.01,1896.34,1836.98
Iowa,IA,nonpt,Nonpoint,NH3,991.88,968.22,962.27,951.45
Kansas,KS,nonpt,Nonpoint,NH3,799.31,777.67,772.31,763.06
Kentucky,KY,nonpt,Nonpoint,NH3,655.22,677.85,661.94,649.53
Louisiana,LA,nonpt,Nonpoint,NH3,1262.31,1179.55,1198.17,1210.29
Maine,ME,nonpt,Nonpoint,NH3,282.32,261.47,249.46,240.62
Maryland,MD,nonpt,Nonpoint,NH3,1072.94,1033.34,1025.46,1021.55
Massachusetts,MA,nonpt,Nonpoint,NH3,1658.43,1584.16,1557.81,1567.87
Michigan,MI,nonpt,Nonpoint,NH3,3686.5,3547.97,3454.54,3340
Minnesota,MN,nonpt,Nonpoint,NH3,1657.33,1607.75,1594.31,1573.1
Mississippi,MS,nonpt,Nonpoint,NH3,481.44,498.82,490.58,484.54
Missouri,MO,nonpt,Nonpoint,NH3,1276.69,1243.85,1236.51,1223.01
Montana,MT,nonpt,Nonpoint,NH3,299.09,305.75,312.01,319.36
Nebraska,NE,nonpt,Nonpoint,NH3,453.55,441.32,438.3,432.97
Nevada,NV,nonpt,Nonpoint,NH3,598.26,615.62,634.42,655.92
New Hampshire,NH,nonpt,Nonpoint,NH3,205.62,191.4,184.48,180.57
New Jersey,NJ,nonpt,Nonpoint,NH3,450.45,437.43,438.29,436.32
New Mexico,NM,nonpt,Nonpoint,NH3,473.1,485.72,498.75,514.08
New York,NY,nonpt,Nonpoint,NH3,5610.95,5540.2,5488.72,5393.29
North Carolina,NC,nonpt,Nonpoint,NH3,1680.4,1689.84,1745.42,1803.59
North Dakota,ND,nonpt,Nonpoint,NH3,246.45,237.19,234.85,231.25
Ohio,OH,nonpt,Nonpoint,NH3,3353.71,3232.9,3152.12,3052.55
Oklahoma,OK,nonpt,Nonpoint,NH3,788.44,731.94,743.26,750.4
Oregon,OR,nonpt,Nonpoint,NH3,741.32,723.95,758.27,772.4
Pennsylvania,PA,nonpt,Nonpoint,NH3,3394.78,3339.51,3312.95,3263.17
Puerto Rico,PR,nonpt,Nonpoint,NH3,65.82,65.82,65.82,65.82
Rhode Island,RI,nonpt,Nonpoint,NH3,265.71,253.58,248.95,249.39
South Carolina,SC,nonpt,Nonpoint,NH3,623.18,619.32,627.54,636.79
South Dakota,SD,nonpt,Nonpoint,NH3,236.23,229.69,228.27,225.65
Tennessee,TN,nonpt,Nonpoint,NH3,986.87,1024.41,1003.41,987.83
Texas,TX,nonpt,Nonpoint,NH3,3961.85,3685.17,3779.7,3861.73
Tribal Data,TRIBAL ,nonpt,Nonpoint,NH3,96.94,96.94,96.94,96.94
Utah,UT,nonpt,Nonpoint,NH3,1261.16,1282.42,1304.65,1330.67
Vermont,VT,nonpt,Nonpoint,NH3,88.36,81.19,77.46,74.14
Virgin Islands,USVI,nonpt,Nonpoint,NH3,1.25,1.25,1.25,1.25
Virginia,VA,nonpt,Nonpoint,NH3,1364.32,1332.71,1336.04,1343.16
Washington,WA,nonpt,Nonpoint,NH3,1757.77,1714.77,1772.51,1791.78
West Virginia,WV,nonpt,Nonpoint,NH3,300.54,289.81,286.29,283.96
Wisconsin,WI,nonpt,Nonpoint,NH3,1849.79,1789.6,1752.45,1705.35
Wyoming,WY,nonpt,Nonpoint,NH3,137.4,140.72,143.56,147.1
Alabama,AL,nonroad,Nonroad Mobile,NH3,31.55,32.46,34.03,36.16
Alaska,AK,nonroad,Nonroad Mobile,NH3,6.48,6.51,6.57,6.7
Arizona,AZ,nonroad,Nonroad Mobile,NH3,41.67,43.04,45.33,49.12
Arkansas,AR,nonroad,Nonroad Mobile,NH3,23.05,22.73,22.05,23.04
California,CA,nonroad,Nonroad Mobile,NH3,156.89,164.39,172.69,181.18
Colorado,CO,nonroad,Nonroad Mobile,NH3,32.51,34.03,36.47,39.6
Connecticut,CT,nonroad,Nonroad Mobile,NH3,16.58,17.1,17.91,18.99
Delaware,DE,nonroad,Nonroad Mobile,NH3,7.33,7.66,8.17,8.75
District of Columbia,DC,nonroad,Nonroad Mobile,NH3,1.21,1.27,1.36,1.47
Florida,FL,nonroad,Nonroad Mobile,NH3,153.95,160.2,169.81,181.75
Georgia,GA,nonroad,Nonroad Mobile,NH3,59.1,61.24,64.54,68.96
Hawaii,HI,nonroad,Nonroad Mobile,NH3,7.84,8.06,8.4,8.88
Idaho,ID,nonroad,Nonroad Mobile,NH3,14.72,14.92,15.15,15.52
Illinois,IL,nonroad,Nonroad Mobile,NH3,85.23,86.98,89.75,93.29
Indiana,IN,nonroad,Nonroad Mobile,NH3,63.3,64.91,67.52,71.32
Iowa,IA,nonroad,Nonroad Mobile,NH3,46.59,47.21,48.19,49.56
Kansas,KS,nonroad,Nonroad Mobile,NH3,33.57,33.9,34.44,35.17
Kentucky,KY,nonroad,Nonroad Mobile,NH3,22.63,23.3,24.34,25.79
Louisiana,LA,nonroad,Nonroad Mobile,NH3,21.86,22.39,23.14,24.05
Maine,ME,nonroad,Nonroad Mobile,NH3,14.96,15.26,15.74,16.3
Maryland,MD,nonroad,Nonroad Mobile,NH3,24.42,25.38,26.86,28.6
Massachusetts,MA,nonroad,Nonroad Mobile,NH3,30.59,31.7,33.57,35.9
Michigan,MI,nonroad,Nonroad Mobile,NH3,55.96,56.89,58.58,60.73
Minnesota,MN,nonroad,Nonroad Mobile,NH3,77.42,78.65,80.58,83.08
Mississippi,MS,nonroad,Nonroad Mobile,NH3,16.05,16.27,16.65,17.22
Missouri,MO,nonroad,Nonroad Mobile,NH3,50.34,51.06,52.1,53.35
Montana,MT,nonroad,Nonroad Mobile,NH3,13.78,13.86,13.84,13.9
Nebraska,NE,nonroad,Nonroad Mobile,NH3,28.5,28.7,29.03,29.45
Nevada,NV,nonroad,Nonroad Mobile,NH3,31.26,31.84,32.69,34.45
New Hampshire,NH,nonroad,Nonroad Mobile,NH3,10.58,10.85,11.28,11.89
New Jersey,NJ,nonroad,Nonroad Mobile,NH3,49.33,50.57,52.58,55.71
New Mexico,NM,nonroad,Nonroad Mobile,NH3,11.93,12.11,12.5,13.19
New York,NY,nonroad,Nonroad Mobile,NH3,84.8,89.24,96.51,105.25
North Carolina,NC,nonroad,Nonroad Mobile,NH3,58.49,61.6,66.74,73.31
North Dakota,ND,nonroad,Nonroad Mobile,NH3,40.45,40.65,40.97,41.5
Ohio,OH,nonroad,Nonroad Mobile,NH3,75.49,77.2,79.85,83.41
Oklahoma,OK,nonroad,Nonroad Mobile,NH3,25.36,26.24,27.56,29.24
Oregon,OR,nonroad,Nonroad Mobile,NH3,29.54,30.99,33.3,36.29
Pennsylvania,PA,nonroad,Nonroad Mobile,NH3,67.27,68.91,71.27,74.68
Puerto Rico,PR,nonroad,Nonroad Mobile,NH3,16.54,17.47,18.95,20.66
Rhode Island,RI,nonroad,Nonroad Mobile,NH3,4.67,4.81,5.05,5.39
South Carolina,SC,nonroad,Nonroad Mobile,NH3,28.01,29.16,31.09,33.28
South Dakota,SD,nonroad,Nonroad Mobile,NH3,20.51,20.62,20.75,20.92
Tennessee,TN,nonroad,Nonroad Mobile,NH3,38.47,39.78,41.82,44.58
Texas,TX,nonroad,Nonroad Mobile,NH3,140.68,147.84,159.55,175.37
Utah,UT,nonroad,Nonroad Mobile,NH3,16.27,16.96,18.14,19.86
Vermont,VT,nonroad,Nonroad Mobile,NH3,11.82,12.03,12.33,12.98
Virgin Islands,USVI,nonroad,Nonroad Mobile,NH3,0.77,0.8,0.84,0.89
Virginia,VA,nonroad,Nonroad Mobile,NH3,42.2,43.18,44.81,47.17
Washington,WA,nonroad,Nonroad Mobile,NH3,42.12,43.63,46.04,49.07
West Virginia,WV,nonroad,Nonroad Mobile,NH3,7.62,7.82,8.12,8.54
Wisconsin,WI,nonroad,Nonroad Mobile,NH3,47.68,48.57,50.14,52.36
Wyoming,WY,nonroad,Nonroad Mobile,NH3,4.74,4.84,4.99,5.19
Alabama,AL,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Alaska,AK,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Arizona,AZ,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Arkansas,AR,np_oilgas,Nonpoint Oil and Gas,NH3,0.03,0,0,0
California,CA,np_oilgas,Nonpoint Oil and Gas,NH3,0.03,0.01,0.01,0.01
Colorado,CO,np_oilgas,Nonpoint Oil and Gas,NH3,0.04,0.04,0.04,0.04
Florida,FL,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Idaho,ID,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Illinois,IL,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Indiana,IN,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Kansas,KS,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Kentucky,KY,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Louisiana,LA,np_oilgas,Nonpoint Oil and Gas,NH3,0.08,0.02,0.02,0.02
Michigan,MI,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Mississippi,MS,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Missouri,MO,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Montana,MT,np_oilgas,Nonpoint Oil and Gas,NH3,0.08,0.02,0.02,0.02
Nebraska,NE,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Nevada,NV,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
New Mexico,NM,np_oilgas,Nonpoint Oil and Gas,NH3,13.84,2.66,2.66,2.66
New York,NY,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
North Dakota,ND,np_oilgas,Nonpoint Oil and Gas,NH3,17.28,6.25,6.25,6.25
Ohio,OH,np_oilgas,Nonpoint Oil and Gas,NH3,0.05,0.01,0.01,0.01
Oklahoma,OK,np_oilgas,Nonpoint Oil and Gas,NH3,0.56,0.2,0.2,0.2
Oregon,OR,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Pennsylvania,PA,np_oilgas,Nonpoint Oil and Gas,NH3,0.1,0.14,0.14,0.14
South Dakota,SD,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Tennessee,TN,np_oilgas,Nonpoint Oil and Gas,NH3,0,0,0,0
Texas,TX,np_oilgas,Nonpoint Oil and Gas,NH3,3790.35,4292.94,4330.9,4895.05
